test group,test name,loop counter,send time,answer time,message,trace hops
andreas-ubuntu-athome-vpncanada,andreas-ubuntu-athome-vpncanada-5,0,0:00:00.000083,0:00:00.246742,912,30
andreas-ubuntu-athome-vpncanada,andreas-ubuntu-athome-vpncanada-5,1,0:00:00.000059,0:00:00.307967,912,30
andreas-ubuntu-athome-vpncanada,andreas-ubuntu-athome-vpncanada-5,2,0:00:00.000050,0:00:00.306154,912,30
andreas-ubuntu-athome-vpncanada,andreas-ubuntu-athome-vpncanada-5,3,0:00:00.000054,0:00:00.306636,912,30
andreas-ubuntu-athome-vpncanada,andreas-ubuntu-athome-vpncanada-5,4,0:00:00.000067,0:00:00.229318,912,30
