test group,test name,loop counter,send time,answer time,message,trace hops
andreas-ubuntu-eduroam-vpncanada,andreas-ubuntu-eduroam-vpncanada-5,0,0:00:00.000101,0:00:00.235208,609,30
andreas-ubuntu-eduroam-vpncanada,andreas-ubuntu-eduroam-vpncanada-5,1,0:00:00.000058,0:00:00.237846,609,30
andreas-ubuntu-eduroam-vpncanada,andreas-ubuntu-eduroam-vpncanada-5,2,0:00:00.000053,0:00:00.236302,609,30
andreas-ubuntu-eduroam-vpncanada,andreas-ubuntu-eduroam-vpncanada-5,3,0:00:00.000064,0:00:00.238894,609,30
andreas-ubuntu-eduroam-vpncanada,andreas-ubuntu-eduroam-vpncanada-5,4,0:00:00.000056,0:00:00.234752,609,30
