test group,test name,loop counter,send time,answer time,message,trace hops
andreas-ubuntu-athome,andreas-ubuntu-athome-5,0,0:00:00.000069,0:00:00.013125,609,12
andreas-ubuntu-athome,andreas-ubuntu-athome-5,1,0:00:00.000051,0:00:00.011336,609,12
andreas-ubuntu-athome,andreas-ubuntu-athome-5,2,0:00:00.000059,0:00:00.011214,609,12
andreas-ubuntu-athome,andreas-ubuntu-athome-5,3,0:00:00.000057,0:00:00.011376,609,12
andreas-ubuntu-athome,andreas-ubuntu-athome-5,4,0:00:00.000063,0:00:00.010967,609,12
